"ENSEMBL","SYMBOL","biotype","geneloc"
"ENSG00000262454"," MIR193BHG"," lncRNA","chr16:14301389-14331067"
"ENSG00000038274"," MAT2B"," protein_coding","chr5:163503114-163519354"
"ENSG00000225746"," MEG8"," lncRNA","chr14:100894770-101038859"
"ENSG00000163900"," TMEM41A"," protein_coding","chr3:185476496-185499057"
"ENSG00000047365"," ARAP2"," protein_coding","chr4:35948221-36244514"
"ENSG00000081059"," TCF7"," protein_coding","chr5:134114681-134151865"
"ENSG00000184185"," KCNJ12"," protein_coding","chr17:21376357-21419870"
"ENSG00000070785"," EIF2B3"," protein_coding","chr1:44850522-44986722"
"ENSG00000188026"," RILPL1"," protein_coding","chr12:123470054-123533719"
"ENSG00000146386"," ABRACL"," protein_coding","chr6:139028745-139043302"
"ENSG00000121064"," SCPEP1"," protein_coding","chr17:56978129-57006768"
"ENSG00000286588",NA,NA,"chr2:241326334-241327039"
"ENSG00000196132"," MYT1"," protein_coding","chr20:64102394-64242253"
"ENSG00000282024",NA,NA,"chr6:16259101-16264553"
"ENSG00000158014"," SLC30A2"," protein_coding","chr1:26037252-26046118"
"ENSG00000279392",NA,NA,"chr14:55229217-55229681"
"ENSG00000102595"," UGGT2"," protein_coding","chr13:95801580-96053482"
"ENSG00000105520"," PLPPR2"," protein_coding","chr19:11355386-11365698"
"ENSG00000254726"," MEX3A"," protein_coding","chr1:156072013-156082465"
"ENSG00000221611",NA,NA,"chr12:12972053-12972143"
"ENSG00000177054"," ZDHHC13"," protein_coding","chr11:19117099-19176422"
"ENSG00000148337"," CIZ1"," protein_coding","chr9:128161251-128204383"
"ENSG00000139597"," N4BP2L1"," protein_coding","chr13:32400723-32428311"
"ENSG00000261342",NA,NA,"chr19:2727743-2729327"
"ENSG00000286251",NA,NA,"chr4:126431694-126735523"
"ENSG00000100320"," RBFOX2"," protein_coding","chr22:35738736-36028824"
"ENSG00000115350"," POLE4"," protein_coding","chr2:74958643-74970128"
"ENSG00000127561"," SYNGR3"," protein_coding","chr16:1989660-1994275"
"ENSG00000149231"," CCDC82"," protein_coding","chr11:96349241-96389956"
"ENSG00000154447"," SH3RF1"," protein_coding","chr4:169094259-169270956"
"ENSG00000198547"," C20orf203"," protein_coding","chr20:32631625-32673941"
"ENSG00000016391"," CHDH"," protein_coding","chr3:53812335-53846419"
"ENSG00000175756"," AURKAIP1"," protein_coding","chr1:1373730-1375495"
"ENSG00000141540"," TTYH2"," protein_coding","chr17:74213571-74262020"
"ENSG00000270816"," LINC00221"," lncRNA","chr14:106482435-106521073"
"ENSG00000172967"," XKR3"," protein_coding","chr22:16783412-16825411"
"ENSG00000204516"," MICB"," protein_coding","chr6:31494881-31511124"
"ENSG00000161647"," MPP3"," protein_coding","chr17:43800799-43833170"
"ENSG00000183864"," TOB2"," protein_coding","chr22:41433494-41446801"
"ENSG00000155508"," CNOT8"," protein_coding","chr5:154857553-154876792"
"ENSG00000280164",NA,NA,"chr21:6721812-6725209"
"ENSG00000102710"," SUPT20H"," protein_coding","chr13:37009312-37059713"
"ENSG00000261761"," LINC02616"," lncRNA","chr4:37001772-37023499"
"ENSG00000105426"," PTPRS"," protein_coding","chr19:5158495-5340803"
"ENSG00000137834"," SMAD6"," protein_coding","chr15:66702236-66782849"
"ENSG00000137216"," TMEM63B"," protein_coding","chr6:44126914-44155519"
"ENSG00000175029"," CTBP2"," protein_coding","chr10:124984317-125161170"
"ENSG00000140199"," SLC12A6"," protein_coding","chr15:34229784-34338060"
"ENSG00000090975"," PITPNM2"," protein_coding","chr12:122983480-123151090"
"ENSG00000102081"," FMR1"," protein_coding","chrX:147911919-147951125"
"ENSG00000110237"," ARHGEF17"," protein_coding","chr11:73308276-73369388"
"ENSG00000197858"," GPAA1"," protein_coding","chr8:144082590-144086216"
"ENSG00000154122"," ANKH"," protein_coding","chr5:14704800-14871778"
"ENSG00000237668"," RPS15AP38"," processed_pseudogene","chr22:36421273-36421644"
"ENSG00000172292"," CERS6"," protein_coding","chr2:168456249-168775134"
"ENSG00000232725",NA,NA,"chrX:153735626-153766478"
"ENSG00000183878"," UTY"," protein_coding","chrY:13234577-13480673"
"ENSG00000125952"," MAX"," protein_coding","chr14:65006174-65102695"
"ENSG00000070371"," CLTCL1"," protein_coding","chr22:19179473-19291719"
"ENSG00000187244"," BCAM"," protein_coding","chr19:44809071-44821421"
"ENSG00000188833"," ENTPD8"," protein_coding","chr9:137434364-137441816"
"ENSG00000228223"," HCG11"," lncRNA","chr6:26521709-26527404"
"ENSG00000103479"," RBL2"," protein_coding","chr16:53433977-53491648"
"ENSG00000148296"," SURF6"," protein_coding","chr9:133328776-133336188"
"ENSG00000100139"," MICALL1"," protein_coding","chr22:37905657-37942822"
"ENSG00000119004"," CYP20A1"," protein_coding","chr2:203238977-203306026"
"ENSG00000254976"," OR8B7P"," unprocessed_pseudogene","chr11:124324871-124325789"
"ENSG00000178467"," P4HTM"," protein_coding","chr3:48989889-49007153"
"ENSG00000051596"," THOC3"," protein_coding","chr5:175917873-176034680"
"ENSG00000010803"," SCMH1"," protein_coding","chr1:41027200-41242154"
"ENSG00000079974"," RABL2B"," protein_coding","chr22:50767501-50783662"
"ENSG00000198746"," GPATCH3"," protein_coding","chr1:26890488-26900467"
"ENSG00000186998"," EMID1"," protein_coding","chr22:29205896-29259597"
"ENSG00000224652"," LINC00885"," lncRNA","chr3:196142525-196160893"
"ENSG00000010292"," NCAPD2"," protein_coding","chr12:6493356-6531955"
"ENSG00000144040"," SFXN5"," protein_coding","chr2:72942036-73075619"
"ENSG00000279092",NA,NA,"chr15:34415450-34420273"
"ENSG00000144591"," GMPPA"," protein_coding","chr2:219498865-219513898"
"ENSG00000166707"," ZCCHC18"," protein_coding","chrX:104112131-104115842"
"ENSG00000181652"," ATG9B"," protein_coding","chr7:151012209-151024499"
"ENSG00000110723"," EXPH5"," protein_coding","chr11:108505435-108593768"
"ENSG00000180884"," ZNF792"," protein_coding","chr19:34956354-34964229"
"ENSG00000143224"," PPOX"," protein_coding","chr1:161166056-161178013"
"ENSG00000170482"," SLC23A1"," protein_coding","chr5:139367196-139384553"
"ENSG00000143768"," LEFTY2"," protein_coding","chr1:225936598-225941383"
"ENSG00000168710"," AHCYL1"," protein_coding","chr1:109984765-110023742"
"ENSG00000140479"," PCSK6"," protein_coding","chr15:101289784-101525202"
"ENSG00000124225"," PMEPA1"," protein_coding","chr20:57648392-57711536"
"ENSG00000134996"," OSTF1"," protein_coding","chr9:75088514-75147265"
"ENSG00000273853",NA,NA,"chr12:33432311-33432853"
"ENSG00000125827"," TMX4"," protein_coding","chr20:7977346-8019805"
"ENSG00000185651"," UBE2L3"," protein_coding","chr22:21549447-21624034"
"ENSG00000279516"," FAM230C"," lncRNA","chr13:18195297-18232024"
"ENSG00000083123"," BCKDHB"," protein_coding","chr6:80106647-80346270"
"ENSG00000212719"," LINC02693"," lncRNA","chr17:21428263-21574517"
"ENSG00000188368"," PRR19"," protein_coding","chr19:42302098-42310814"
"ENSG00000117602"," RCAN3"," protein_coding","chr1:24502351-24541040"
"ENSG00000246695"," RASSF8-AS1"," lncRNA","chr12:25936683-25959765"
"ENSG00000119714"," GPR68"," protein_coding","chr14:91232532-91253925"
"ENSG00000184792"," OSBP2"," protein_coding","chr22:30693782-30907824"
"ENSG00000197857"," ZNF44"," protein_coding","chr19:12224686-12294883"
"ENSG00000065600"," PACC1"," protein_coding","chr1:212363928-212414901"
"ENSG00000054219"," LY75"," protein_coding","chr2:159803355-159904756"
"ENSG00000213939",NA,NA,"chr17:4704816-4705217"
"ENSG00000277075"," H2AC8"," protein_coding","chr6:26216975-26217483"
"ENSG00000164506"," STXBP5"," protein_coding","chr6:147204425-147390476"
"ENSG00000180773"," SLC36A4"," protein_coding","chr11:93144174-93197991"
"ENSG00000066084"," DIP2B"," protein_coding","chr12:50504985-50748657"
"ENSG00000204261"," PSMB8-AS1"," lncRNA","chr6:32844078-32846500"
"ENSG00000197948"," FCHSD1"," protein_coding","chr5:141639302-141651418"
"ENSG00000165300"," SLITRK5"," protein_coding","chr13:87671371-87696272"
"ENSG00000112699"," GMDS"," protein_coding","chr6:1623806-2245605"
"ENSG00000052802"," MSMO1"," protein_coding","chr4:165327667-165343164"
"ENSG00000147119"," CHST7"," protein_coding","chrX:46573765-46598496"
"ENSG00000226281",NA,NA,"chr6:6692741-6739030"
"ENSG00000150782"," IL18"," protein_coding","chr11:112143253-112164096"
"ENSG00000124098"," FAM210B"," protein_coding","chr20:56358974-56368663"
"ENSG00000072501"," SMC1A"," protein_coding","chrX:53374149-53422728"
"ENSG00000213468"," FIRRE"," lncRNA","chrX:131688779-131830862"
"ENSG00000168671"," UGT3A2"," protein_coding","chr5:36035021-36071358"
"ENSG00000171940"," ZNF217"," protein_coding","chr20:53567071-53609907"
"ENSG00000214575"," CPEB1"," protein_coding","chr15:82543201-82648861"
"ENSG00000114503"," NCBP2"," protein_coding","chr3:196935402-196942594"
"ENSG00000198355"," PIM3"," protein_coding","chr22:49960768-49964072"
"ENSG00000101004"," NINL"," protein_coding","chr20:25452697-25585531"
"ENSG00000116791"," CRYZ"," protein_coding","chr1:74705482-74733408"
"ENSG00000165806"," CASP7"," protein_coding","chr10:113679162-113730907"
"ENSG00000143398"," PIP5K1A"," protein_coding","chr1:151197949-151249536"
"ENSG00000114107"," CEP70"," protein_coding","chr3:138494344-138594538"
"ENSG00000113108"," APBB3"," protein_coding","chr5:140558268-140564781"
"ENSG00000075303"," SLC25A40"," protein_coding","chr7:87833568-87876360"
"ENSG00000188732"," FAM221A"," protein_coding","chr7:23680130-23703249"
"ENSG00000163040"," CCDC74A"," protein_coding","chr2:131527675-131533666"
"ENSG00000007944"," MYLIP"," protein_coding","chr6:16129086-16148248"
"ENSG00000167112"," TRUB2"," protein_coding","chr9:128305159-128322447"
"ENSG00000250659",NA,NA,"chr11:62537312-62542018"
"ENSG00000019995"," ZRANB1"," protein_coding","chr10:124942123-124988189"
"ENSG00000241666",NA,NA,"chr1:167627385-167630674"
"ENSG00000130517"," PGPEP1"," protein_coding","chr19:18340598-18369950"
"ENSG00000131668"," BARX1"," protein_coding","chr9:93951627-93955355"
"ENSG00000176055"," MBLAC2"," protein_coding","chr5:90458209-90474771"
"ENSG00000151151"," IPMK"," protein_coding","chr10:58191517-58267894"
"ENSG00000185905"," C16orf54"," protein_coding","chr16:29742463-29745990"
"ENSG00000116701"," NCF2"," protein_coding","chr1:183555562-183590876"
"ENSG00000264522"," OTUD7B"," protein_coding","chr1:149937812-150010726"
"ENSG00000158296"," SLC13A3"," protein_coding","chr20:46557823-46684467"
"ENSG00000119922"," IFIT2"," protein_coding","chr10:89283694-89309271"
"ENSG00000175592"," FOSL1"," protein_coding","chr11:65892049-65900573"
"ENSG00000149582"," TMEM25"," protein_coding","chr11:118531041-118547280"
"ENSG00000147036"," LANCL3"," protein_coding","chrX:37571569-37684463"
"ENSG00000134532"," SOX5"," protein_coding","chr12:23529504-24562544"
"ENSG00000186577"," SMIM29"," protein_coding","chr6:34246381-34249108"
"ENSG00000177409"," SAMD9L"," protein_coding","chr7:93130056-93148385"
"ENSG00000260231"," KDM7A-DT"," lncRNA","chr7:140177184-140179640"
"ENSG00000178585"," CTNNBIP1"," protein_coding","chr1:9848276-9910336"
"ENSG00000101972"," STAG2"," protein_coding","chrX:123960212-124422664"
"ENSG00000166592"," RRAD"," protein_coding","chr16:66921679-66925536"
"ENSG00000203499"," IQANK1"," protein_coding","chr8:143734139-143790645"
"ENSG00000138160"," KIF11"," protein_coding","chr10:92574105-92655395"
"ENSG00000135046"," ANXA1"," protein_coding","chr9:73151865-73170393"
"ENSG00000229118",NA,NA,"chr2:111265283-111279880"
"ENSG00000073803"," MAP3K13"," protein_coding","chr3:185282941-185489094"
"ENSG00000107362"," ABHD17B"," protein_coding","chr9:71862452-71911193"
"ENSG00000100523"," DDHD1"," protein_coding","chr14:53036745-53153323"
"ENSG00000116016"," EPAS1"," protein_coding","chr2:46293667-46386697"
"ENSG00000177096"," PHETA2"," protein_coding","chr22:42074248-42079438"
"ENSG00000164932"," CTHRC1"," protein_coding","chr8:103371538-103382989"
"ENSG00000106477"," CEP41"," protein_coding","chr7:130393771-130442433"
"ENSG00000166387"," PPFIBP2"," protein_coding","chr11:7513298-7657127"
"ENSG00000198821"," CD247"," protein_coding","chr1:167430640-167518610"
"ENSG00000143862"," ARL8A"," protein_coding","chr1:202133404-202144743"
"ENSG00000140406"," TLNRD1"," protein_coding","chr15:81000923-81005788"
"ENSG00000162585"," FAAP20"," protein_coding","chr1:2184461-2212720"
"ENSG00000215559"," ANKRD20A11P"," transcribed_unprocessed_pseudogene","chr21:13909574-13980437"
"ENSG00000061918"," GUCY1B1"," protein_coding","chr4:155758992-155807811"
"ENSG00000135426"," TESPA1"," protein_coding","chr12:54948015-54984762"
"ENSG00000106780"," MEGF9"," protein_coding","chr9:120600811-120714470"
"ENSG00000227376"," FTH1P16"," processed_pseudogene","chr11:77734475-77735026"
"ENSG00000286610",NA,NA,"chr10:3397505-3400180"
"ENSG00000258086",NA,NA,"chr12:54353792-54466985"
"ENSG00000139496"," NUP58"," protein_coding","chr13:25301556-25349800"
"ENSG00000174579"," MSL2"," protein_coding","chr3:136148917-136197241"
"ENSG00000133321"," PLAAT4"," protein_coding","chr11:63536808-63546462"
"ENSG00000234444"," ZNF736"," protein_coding","chr7:64307459-64356634"
"ENSG00000268996"," MAN1B1-DT"," lncRNA","chr9:137084946-137086817"
"ENSG00000180008"," SOCS4"," protein_coding","chr14:55027230-55049489"
"ENSG00000177000"," MTHFR"," protein_coding","chr1:11785723-11806455"
"ENSG00000176593",NA,NA,"chr19:58002061-58011232"
"ENSG00000226686"," LINC01535"," lncRNA","chr19:37251885-37265535"
"ENSG00000101911"," PRPS2"," protein_coding","chrX:12791355-12824222"
"ENSG00000150977"," RILPL2"," protein_coding","chr12:123415039-123436684"
"ENSG00000134046"," MBD2"," protein_coding","chr18:54151606-54224669"
"ENSG00000264112",NA,NA,"chr17:57989039-57994850"
"ENSG00000161992"," PRR35"," protein_coding","chr16:560394-565529"
"ENSG00000168389"," MFSD2A"," protein_coding","chr1:39955112-39969968"
"ENSG00000267533",NA,NA,"chr18:12067173-12068417"
"ENSG00000198585"," NUDT16"," protein_coding","chr3:131381671-131388830"
"ENSG00000158286"," RNF207"," protein_coding","chr1:6205475-6221299"
"ENSG00000151914"," DST"," protein_coding","chr6:56457987-56954830"
"ENSG00000241956",NA,NA,"chr5:164296696-165171643"
"ENSG00000277379"," MIR6724-3"," miRNA","chr21:8388362-8388453"
"ENSG00000136848"," DAB2IP"," protein_coding","chr9:121567057-121785530"
"ENSG00000267741"," UBE2L4"," processed_pseudogene","chr19:9774497-9774960"
"ENSG00000159921"," GNE"," protein_coding","chr9:36214441-36277042"
"ENSG00000144746"," ARL6IP5"," protein_coding","chr3:69084937-69106092"
"ENSG00000211685"," IGLC7"," IG_C_gene","chr22:22922594-22923034"
"ENSG00000250575",NA,NA,"chr1:491225-493241"
"ENSG00000064666"," CNN2"," protein_coding","chr19:1026586-1039068"
"ENSG00000224078"," SNHG14"," lncRNA","chr15:24978583-25420336"
"ENSG00000100600"," LGMN"," protein_coding","chr14:92703807-92748679"
"ENSG00000224086"," PPM1F-AS1"," lncRNA","chr22:21938269-21977632"
"ENSG00000185753"," CXorf38"," protein_coding","chrX:40626921-40647561"
"ENSG00000155903"," RASA2"," protein_coding","chr3:141487027-141615344"
"ENSG00000040608"," RTN4R"," protein_coding","chr22:20241415-20283246"
"ENSG00000117676"," RPS6KA1"," protein_coding","chr1:26529761-26575030"
"ENSG00000165175"," MID1IP1"," protein_coding","chrX:38801432-38806537"
"ENSG00000170581"," STAT2"," protein_coding","chr12:56341597-56360167"
"ENSG00000188549"," CCDC9B"," protein_coding","chr15:40331452-40340967"
"ENSG00000157445"," CACNA2D3"," protein_coding","chr3:54122547-55074557"
"ENSG00000131711"," MAP1B"," protein_coding","chr5:72107234-72209565"
"ENSG00000129667"," RHBDF2"," protein_coding","chr17:76470891-76501790"
"ENSG00000163682"," RPL9"," protein_coding","chr4:39452587-39458931"
"ENSG00000162433"," AK4"," protein_coding","chr1:65147549-65232145"
"ENSG00000227533"," SLC2A1-AS1"," lncRNA","chr1:42959049-42996814"
"ENSG00000258337",NA,NA,"chr12:116174502-116181295"
"ENSG00000159352"," PSMD4"," protein_coding","chr1:151254709-151267479"
"ENSG00000175155"," YPEL2"," protein_coding","chr17:59331655-59401729"
"ENSG00000121236"," TRIM6"," protein_coding","chr11:5596109-5612958"
"ENSG00000141576"," RNF157"," protein_coding","chr17:76142465-76240493"
"ENSG00000112276"," BVES"," protein_coding","chr6:105096822-105137157"
"ENSG00000161618"," ALDH16A1"," protein_coding","chr19:49453225-49471050"
"ENSG00000196453"," ZNF777"," protein_coding","chr7:149431363-149461062"
"ENSG00000174007"," CEP19"," protein_coding","chr3:196706277-196712250"
"ENSG00000100253"," MIOX"," protein_coding","chr22:50486784-50490648"
"ENSG00000174501"," ANKRD36C"," protein_coding","chr2:95836919-95991831"
"ENSG00000151065"," DCP1B"," protein_coding","chr12:1946053-2004535"
"ENSG00000099949"," LZTR1"," protein_coding","chr22:20982269-20999032"
"ENSG00000076662"," ICAM3"," protein_coding","chr19:10333776-10339661"
"ENSG00000176595"," KBTBD11"," protein_coding","chr8:1973677-2006936"
"ENSG00000137460"," FHDC1"," protein_coding","chr4:152936323-152979671"
"ENSG00000135636"," DYSF"," protein_coding","chr2:71453561-71686763"
"ENSG00000183305"," MAGEA2B"," protein_coding","chrX:152714586-152718607"
"ENSG00000026025"," VIM"," protein_coding","chr10:17228241-17237593"
"ENSG00000180992"," MRPL14"," protein_coding","chr6:44113451-44127452"
"ENSG00000188641"," DPYD"," protein_coding","chr1:97077743-97995000"
"ENSG00000179862"," CITED4"," protein_coding","chr1:40861054-40862363"
"ENSG00000118507"," AKAP7"," protein_coding","chr6:131135467-131283535"
"ENSG00000162869"," PPP1R21"," protein_coding","chr2:48440598-48515391"
"ENSG00000133961"," NUMB"," protein_coding","chr14:73275107-73458617"
"ENSG00000167107"," ACSF2"," protein_coding","chr17:50426158-50474845"
"ENSG00000171617"," ENC1"," protein_coding","chr5:74627406-74641424"
"ENSG00000245482",NA,NA,"chr12:34022281-34046417"
"ENSG00000185436"," IFNLR1"," protein_coding","chr1:24154168-24187959"
"ENSG00000112149"," CD83"," protein_coding","chr6:14117256-14136918"
"ENSG00000102931"," ARL2BP"," protein_coding","chr16:57245259-57253635"
"ENSG00000131115"," ZNF227"," protein_coding","chr19:44207547-44237268"
"ENSG00000005882"," PDK2"," protein_coding","chr17:50094737-50112152"
"ENSG00000170017"," ALCAM"," protein_coding","chr3:105366909-105576900"
"ENSG00000099204"," ABLIM1"," protein_coding","chr10:114431113-114768061"
"ENSG00000160113"," NR2F6"," protein_coding","chr19:17231883-17245919"
"ENSG00000265929"," MIR5195"," miRNA","chr14:106850885-106850999"
"ENSG00000142794"," NBPF3"," protein_coding","chr1:21440128-21485005"
"ENSG00000217130",NA,NA,"chr6:34744176-34744673"
"ENSG00000122729"," ACO1"," protein_coding","chr9:32384603-32454769"
"ENSG00000232527"," LINC02802"," lncRNA","chr1:144227029-144250326"
"ENSG00000048028"," USP28"," protein_coding","chr11:113797874-113875570"
